UniprotID	ProteinName	OriginalID	ExperimentID	UniProt	Database	Ratio	Change	originalName	GeneName	Organism	StudyID	Method	Detergent	Details	Method1	Quantitation	MassSpec	Software	TissueID	Stimulous	Agent	ExpShort	Authors	Year	PubmedID	StudyDetails
P50151	Uncharacterized protein (Fragment)	P50151	exp129	Yes	UniprotKB	NA	Up-regulated	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	GNG10	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P55072	Transitional endoplasmic reticulum ATPase	P55072	exp129	Yes	UniprotKB	NA	Up-regulated	Transitional endoplasmic reticulum ATPase	VCP	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O75380	Uncharacterized protein	O75380	exp129	Yes	UniprotKB	NA	Up-regulated	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	NDUFS6	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P08758	Annexin A5	P08758	exp129	Yes	UniprotKB	NA	Up-regulated	Annexin A5	ANXA5	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O75390	Citrate synthase, mitochondrial	O75390	exp129	Yes	UniprotKB	NA	Up-regulated	Citrate synthase, mitochondrial	CS	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P18669	Phosphoglycerate mutase 1	P18669	exp129	Yes	UniprotKB	NA	Up-regulated	Phosphoglycerate mutase 1	PGAM1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P02511	Alpha-crystallin B chain	P02511	exp129	Yes	UniprotKB	NA	Up-regulated	Alpha-crystallin B chain	CRYAB	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9UDX5	Uncharacterized protein	Q9UDX5	exp129	Yes	UniprotKB	NA	Up-regulated	Mitochondrial fission process protein 1	MTFP1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P00505	Aspartate aminotransferase, mitochondrial	P00505	exp129	Yes	UniprotKB	NA	Up-regulated	Aspartate aminotransferase, mitochondrial	GOT2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q92542	Isoform 1 of Nicastrin	Q92542	exp129	Yes	UniprotKB	NA	Up-regulated	Nicastrin	NCSTN	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O75489	Uncharacterized protein	O75489	exp129	Yes	UniprotKB	NA	Up-regulated	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUFS3	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O14958	Calsequestrin-2	O14958	exp129	Yes	UniprotKB	NA	Up-regulated	Calsequestrin-2	CASQ2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O95497	Vanin 1	O95497	exp129	Yes	UniprotKB	NA	Up-regulated	Pantetheinase	VNN1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q13326	Uncharacterized protein	Q13326	exp129	Yes	UniprotKB	NA	Up-regulated	Gamma-sarcoglycan	SGCG	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
A8MY23	Cytochrome c, somatic	A8MY23	exp129	Yes	UniprotKB	NA	Up-regulated	Putative cytochrome c-like protein	CYCL	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P98155	Uncharacterized protein	P98155	exp129	Yes	UniprotKB	NA	Up-regulated	Very low-density lipoprotein receptor	VLDLR	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P40926	Malate dehydrogenase, mitochondrial	P40926	exp129	Yes	UniprotKB	NA	Up-regulated	Malate dehydrogenase, mitochondrial	MDH2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9Y3D6	Isoform 1 of Mitochondrial fission 1 protein	Q9Y3D6	exp129	Yes	UniprotKB	NA	Up-regulated	Mitochondrial fission 1 protein	FIS1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9NX63	Uncharacterized protein	Q9NX63	exp129	Yes	UniprotKB	NA	Up-regulated	Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial	CHCHD3	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9UBI6	guanine nucleotide binding protein (G protein), gamma 12	Q9UBI6	exp129	Yes	UniprotKB	NA	Up-regulated	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	GNG12	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9Y4L1	Hypoxia up-regulated protein 1	Q9Y4L1	exp129	Yes	UniprotKB	NA	Up-regulated	Hypoxia up-regulated protein 1	HYOU1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P10909	Clusterin	P10909	exp129	Yes	UniprotKB	NA	Up-regulated	Clusterin	CLU	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P24043	laminin, alpha 2	P24043	exp129	Yes	UniprotKB	NA	Up-regulated	Laminin subunit alpha-2	LAMA2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
